reading data
reading labels
+ weight: 0.25, - weight: 0.75
0.240524 + 0.759476 = 1, predicted label = -1
0.24007 + 0.75993 = 1, predicted label = -1
0.2874 + 0.7126 = 1, predicted label = -1
0.286892 + 0.713108 = 1, predicted label = -1
0.286384 + 0.713616 = 1, predicted label = -1
0.285877 + 0.714123 = 1, predicted label = -1
0.28537 + 0.71463 = 1, predicted label = -1
0.284864 + 0.715136 = 1, predicted label = -1
0.284358 + 0.715642 = 1, predicted label = -1
0.283853 + 0.716147 = 1, predicted label = -1
0.283348 + 0.716652 = 1, predicted label = -1
0.282844 + 0.717156 = 1, predicted label = -1
0.28234 + 0.71766 = 1, predicted label = -1
0.281837 + 0.718163 = 1, predicted label = -1
0.281335 + 0.718665 = 1, predicted label = -1
0.280833 + 0.719167 = 1, predicted label = -1
0.280331 + 0.719669 = 1, predicted label = -1
0.27983 + 0.72017 = 1, predicted label = -1
0.27933 + 0.72067 = 1, predicted label = -1
0.27883 + 0.72117 = 1, predicted label = -1
0.278331 + 0.721669 = 1, predicted label = -1
0.277832 + 0.722168 = 1, predicted label = -1
0.277334 + 0.722666 = 1, predicted label = -1
0.276837 + 0.723163 = 1, predicted label = -1
0.27634 + 0.72366 = 1, predicted label = -1
0.275843 + 0.724157 = 1, predicted label = -1
0.275347 + 0.724653 = 1, predicted label = -1
0.274852 + 0.725148 = 1, predicted label = -1
0.274357 + 0.725643 = 1, predicted label = -1
0.273863 + 0.726137 = 1, predicted label = -1
0.273369 + 0.726631 = 1, predicted label = -1
0.272876 + 0.727124 = 1, predicted label = -1
0.272383 + 0.727617 = 1, predicted label = -1
0.271891 + 0.728109 = 1, predicted label = -1
0.2714 + 0.7286 = 1, predicted label = -1
0.270909 + 0.729091 = 1, predicted label = -1
0.270419 + 0.729581 = 1, predicted label = -1
0.269929 + 0.730071 = 1, predicted label = -1
0.26944 + 0.73056 = 1, predicted label = -1
0.268951 + 0.731049 = 1, predicted label = -1
0.268463 + 0.731537 = 1, predicted label = -1
0.267975 + 0.732025 = 1, predicted label = -1
0.267488 + 0.732512 = 1, predicted label = -1
0.267002 + 0.732998 = 1, predicted label = -1
0.266516 + 0.733484 = 1, predicted label = -1
0.266031 + 0.733969 = 1, predicted label = -1
0.265546 + 0.734454 = 1, predicted label = -1
0.265062 + 0.734938 = 1, predicted label = -1
0.264578 + 0.735422 = 1, predicted label = -1
0.264095 + 0.735905 = 1, predicted label = -1
0.263612 + 0.736388 = 1, predicted label = -1
0.26313 + 0.73687 = 1, predicted label = -1
0.262649 + 0.737351 = 1, predicted label = -1
0.262168 + 0.737832 = 1, predicted label = -1
0.261688 + 0.738312 = 1, predicted label = -1
0.261208 + 0.738792 = 1, predicted label = -1
0.260729 + 0.739271 = 1, predicted label = -1
0.260251 + 0.739749 = 1, predicted label = -1
0.259773 + 0.740227 = 1, predicted label = -1
0.259295 + 0.740705 = 1, predicted label = -1
0.258818 + 0.741182 = 1, predicted label = -1
0.258342 + 0.741658 = 1, predicted label = -1
0.257866 + 0.742134 = 1, predicted label = -1
0.257391 + 0.742609 = 1, predicted label = -1
0.256917 + 0.743083 = 1, predicted label = -1
0.256443 + 0.743557 = 1, predicted label = -1
0.255969 + 0.744031 = 1, predicted label = -1
0.255496 + 0.744504 = 1, predicted label = -1
0.255024 + 0.744976 = 1, predicted label = -1
0.254552 + 0.745448 = 1, predicted label = -1
0.254081 + 0.745919 = 1, predicted label = -1
0.253611 + 0.746389 = 1, predicted label = -1
0.253141 + 0.746859 = 1, predicted label = -1
0.252671 + 0.747329 = 1, predicted label = -1
0.252203 + 0.747797 = 1, predicted label = -1
0.251734 + 0.748266 = 1, predicted label = -1
0.251267 + 0.748733 = 1, predicted label = -1
0.250799 + 0.749201 = 1, predicted label = -1
0.250333 + 0.749667 = 1, predicted label = -1
0.249867 + 0.750133 = 1, predicted label = -1
0.249402 + 0.750598 = 1, predicted label = -1
0.248937 + 0.751063 = 1, predicted label = -1
0.248473 + 0.751527 = 1, predicted label = -1
0.248009 + 0.751991 = 1, predicted label = -1
0.247546 + 0.752454 = 1, predicted label = -1
0.247083 + 0.752917 = 1, predicted label = -1
0.246621 + 0.753379 = 1, predicted label = -1
0.24616 + 0.75384 = 1, predicted label = -1
0.245699 + 0.754301 = 1, predicted label = -1
0.245239 + 0.754761 = 1, predicted label = -1
0.24478 + 0.75522 = 1, predicted label = -1
0.244321 + 0.755679 = 1, predicted label = -1
0.243862 + 0.756138 = 1, predicted label = -1
0.243404 + 0.756596 = 1, predicted label = -1
0.242947 + 0.757053 = 1, predicted label = -1
0.24249 + 0.75751 = 1, predicted label = -1
0.242034 + 0.757966 = 1, predicted label = -1
0.241579 + 0.758421 = 1, predicted label = -1
0.241124 + 0.758876 = 1, predicted label = -1
0.240669 + 0.759331 = 1, predicted label = -1
0.240216 + 0.759784 = 1, predicted label = -1
0.239762 + 0.760238 = 1, predicted label = -1
0.287055 + 0.712945 = 1, predicted label = -1
0.286547 + 0.713453 = 1, predicted label = -1
0.286039 + 0.713961 = 1, predicted label = -1
0.285532 + 0.714468 = 1, predicted label = -1
0.285026 + 0.714974 = 1, predicted label = -1
0.28452 + 0.71548 = 1, predicted label = -1
0.284014 + 0.715986 = 1, predicted label = -1
0.28351 + 0.71649 = 1, predicted label = -1
0.283005 + 0.716995 = 1, predicted label = -1
0.282502 + 0.717498 = 1, predicted label = -1
0.281998 + 0.718002 = 1, predicted label = -1
0.281496 + 0.718504 = 1, predicted label = -1
0.280994 + 0.719006 = 1, predicted label = -1
0.280492 + 0.719508 = 1, predicted label = -1
0.279991 + 0.720009 = 1, predicted label = -1
0.27949 + 0.72051 = 1, predicted label = -1
0.27899 + 0.72101 = 1, predicted label = -1
0.278491 + 0.721509 = 1, predicted label = -1
0.277992 + 0.722008 = 1, predicted label = -1
0.277494 + 0.722506 = 1, predicted label = -1
0.276996 + 0.723004 = 1, predicted label = -1
0.276499 + 0.723501 = 1, predicted label = -1
0.276002 + 0.723998 = 1, predicted label = -1
0.275506 + 0.724494 = 1, predicted label = -1
0.275011 + 0.724989 = 1, predicted label = -1
0.274516 + 0.725484 = 1, predicted label = -1
0.274021 + 0.725979 = 1, predicted label = -1
0.273527 + 0.726473 = 1, predicted label = -1
0.273034 + 0.726966 = 1, predicted label = -1
0.272541 + 0.727459 = 1, predicted label = -1
0.272049 + 0.727951 = 1, predicted label = -1
0.271557 + 0.728443 = 1, predicted label = -1
0.271066 + 0.728934 = 1, predicted label = -1
0.270576 + 0.729424 = 1, predicted label = -1
0.270086 + 0.729914 = 1, predicted label = -1
0.269596 + 0.730404 = 1, predicted label = -1
0.269107 + 0.730893 = 1, predicted label = -1
0.268619 + 0.731381 = 1, predicted label = -1
0.268131 + 0.731869 = 1, predicted label = -1
0.267644 + 0.732356 = 1, predicted label = -1
0.267158 + 0.732842 = 1, predicted label = -1
0.266671 + 0.733329 = 1, predicted label = -1
0.266186 + 0.733814 = 1, predicted label = -1
0.265701 + 0.734299 = 1, predicted label = -1
0.265217 + 0.734783 = 1, predicted label = -1
0.264733 + 0.735267 = 1, predicted label = -1
0.26425 + 0.73575 = 1, predicted label = -1
0.263767 + 0.736233 = 1, predicted label = -1
0.263285 + 0.736715 = 1, predicted label = -1
0.262803 + 0.737197 = 1, predicted label = -1
0.262322 + 0.737678 = 1, predicted label = -1
0.261842 + 0.738158 = 1, predicted label = -1
0.261362 + 0.738638 = 1, predicted label = -1
0.260883 + 0.739117 = 1, predicted label = -1
0.260404 + 0.739596 = 1, predicted label = -1
0.259926 + 0.740074 = 1, predicted label = -1
0.259448 + 0.740552 = 1, predicted label = -1
0.258971 + 0.741029 = 1, predicted label = -1
0.258495 + 0.741505 = 1, predicted label = -1
0.258019 + 0.741981 = 1, predicted label = -1
0.257543 + 0.742457 = 1, predicted label = -1
0.257069 + 0.742931 = 1, predicted label = -1
0.256595 + 0.743405 = 1, predicted label = -1
0.256121 + 0.743879 = 1, predicted label = -1
0.255648 + 0.744352 = 1, predicted label = -1
0.255175 + 0.744825 = 1, predicted label = -1
0.254704 + 0.745296 = 1, predicted label = -1
0.254232 + 0.745768 = 1, predicted label = -1
0.253761 + 0.746239 = 1, predicted label = -1
0.253291 + 0.746709 = 1, predicted label = -1
0.252822 + 0.747178 = 1, predicted label = -1
0.252353 + 0.747647 = 1, predicted label = -1
0.251884 + 0.748116 = 1, predicted label = -1
0.251416 + 0.748584 = 1, predicted label = -1
0.250949 + 0.749051 = 1, predicted label = -1
0.250482 + 0.749518 = 1, predicted label = -1
0.250016 + 0.749984 = 1, predicted label = -1
0.249551 + 0.750449 = 1, predicted label = -1
0.249086 + 0.750914 = 1, predicted label = -1
0.248621 + 0.751379 = 1, predicted label = -1
0.248157 + 0.751843 = 1, predicted label = -1
0.247694 + 0.752306 = 1, predicted label = -1
0.247232 + 0.752768 = 1, predicted label = -1
0.246769 + 0.753231 = 1, predicted label = -1
0.246308 + 0.753692 = 1, predicted label = -1
0.245847 + 0.754153 = 1, predicted label = -1
0.245387 + 0.754613 = 1, predicted label = -1
0.244927 + 0.755073 = 1, predicted label = -1
0.244468 + 0.755532 = 1, predicted label = -1
0.244009 + 0.755991 = 1, predicted label = -1
0.243551 + 0.756449 = 1, predicted label = -1
0.243093 + 0.756907 = 1, predicted label = -1
0.242637 + 0.757363 = 1, predicted label = -1
0.24218 + 0.75782 = 1, predicted label = -1
0.241725 + 0.758275 = 1, predicted label = -1
0.241269 + 0.758731 = 1, predicted label = -1
0.240815 + 0.759185 = 1, predicted label = -1
0.240361 + 0.759639 = 1, predicted label = -1
0.239908 + 0.760092 = 1, predicted label = -1
0.239455 + 0.760545 = 1, predicted label = -1
0.28671 + 0.71329 = 1, predicted label = -1
0.286202 + 0.713798 = 1, predicted label = -1
0.285695 + 0.714305 = 1, predicted label = -1
0.285188 + 0.714812 = 1, predicted label = -1
0.284682 + 0.715318 = 1, predicted label = -1
0.284176 + 0.715824 = 1, predicted label = -1
0.283671 + 0.716329 = 1, predicted label = -1
0.283167 + 0.716833 = 1, predicted label = -1
0.282663 + 0.717337 = 1, predicted label = -1
0.28216 + 0.71784 = 1, predicted label = -1
0.281657 + 0.718343 = 1, predicted label = -1
0.281154 + 0.718846 = 1, predicted label = -1
0.280653 + 0.719347 = 1, predicted label = -1
0.280151 + 0.719849 = 1, predicted label = -1
0.279651 + 0.720349 = 1, predicted label = -1
0.279151 + 0.720849 = 1, predicted label = -1
0.278651 + 0.721349 = 1, predicted label = -1
0.278152 + 0.721848 = 1, predicted label = -1
0.277654 + 0.722346 = 1, predicted label = -1
0.277156 + 0.722844 = 1, predicted label = -1
0.276658 + 0.723342 = 1, predicted label = -1
0.276161 + 0.723839 = 1, predicted label = -1
0.275665 + 0.724335 = 1, predicted label = -1
0.275169 + 0.724831 = 1, predicted label = -1
0.274674 + 0.725326 = 1, predicted label = -1
0.27418 + 0.72582 = 1, predicted label = -1
0.273686 + 0.726314 = 1, predicted label = -1
0.273192 + 0.726808 = 1, predicted label = -1
0.272699 + 0.727301 = 1, predicted label = -1
0.272207 + 0.727793 = 1, predicted label = -1
0.271715 + 0.728285 = 1, predicted label = -1
0.271224 + 0.728776 = 1, predicted label = -1
0.270733 + 0.729267 = 1, predicted label = -1
0.270243 + 0.729757 = 1, predicted label = -1
0.269753 + 0.730247 = 1, predicted label = -1
0.269264 + 0.730736 = 1, predicted label = -1
0.268776 + 0.731224 = 1, predicted label = -1
0.268288 + 0.731712 = 1, predicted label = -1
0.2678 + 0.7322 = 1, predicted label = -1
0.267313 + 0.732687 = 1, predicted label = -1
0.266827 + 0.733173 = 1, predicted label = -1
0.266341 + 0.733659 = 1, predicted label = -1
0.265856 + 0.734144 = 1, predicted label = -1
0.265372 + 0.734628 = 1, predicted label = -1
0.264888 + 0.735112 = 1, predicted label = -1
0.264404 + 0.735596 = 1, predicted label = -1
0.263921 + 0.736079 = 1, predicted label = -1
0.263439 + 0.736561 = 1, predicted label = -1
0.262957 + 0.737043 = 1, predicted label = -1
0.262476 + 0.737524 = 1, predicted label = -1
0.261996 + 0.738004 = 1, predicted label = -1
0.261516 + 0.738484 = 1, predicted label = -1
0.261036 + 0.738964 = 1, predicted label = -1
0.260557 + 0.739443 = 1, predicted label = -1
0.260079 + 0.739921 = 1, predicted label = -1
0.259601 + 0.740399 = 1, predicted label = -1
0.259124 + 0.740876 = 1, predicted label = -1
0.258647 + 0.741353 = 1, predicted label = -1
0.258171 + 0.741829 = 1, predicted label = -1
0.257696 + 0.742304 = 1, predicted label = -1
0.257221 + 0.742779 = 1, predicted label = -1
0.256746 + 0.743254 = 1, predicted label = -1
0.256273 + 0.743727 = 1, predicted label = -1
0.255799 + 0.744201 = 1, predicted label = -1
0.255327 + 0.744673 = 1, predicted label = -1
0.254855 + 0.745145 = 1, predicted label = -1
0.254383 + 0.745617 = 1, predicted label = -1
0.253912 + 0.746088 = 1, predicted label = -1
0.253442 + 0.746558 = 1, predicted label = -1
0.252972 + 0.747028 = 1, predicted label = -1
0.252503 + 0.747497 = 1, predicted label = -1
0.252034 + 0.747966 = 1, predicted label = -1
0.251566 + 0.748434 = 1, predicted label = -1
0.251099 + 0.748901 = 1, predicted label = -1
0.250632 + 0.749368 = 1, predicted label = -1
0.250166 + 0.749834 = 1, predicted label = -1
0.2497 + 0.7503 = 1, predicted label = -1
0.249235 + 0.750765 = 1, predicted label = -1
0.24877 + 0.75123 = 1, predicted label = -1
0.248306 + 0.751694 = 1, predicted label = -1
0.247843 + 0.752157 = 1, predicted label = -1
0.24738 + 0.75262 = 1, predicted label = -1
0.246917 + 0.753083 = 1, predicted label = -1
0.246456 + 0.753544 = 1, predicted label = -1
0.245995 + 0.754005 = 1, predicted label = -1
0.245534 + 0.754466 = 1, predicted label = -1
0.245074 + 0.754926 = 1, predicted label = -1
0.244615 + 0.755385 = 1, predicted label = -1
0.244156 + 0.755844 = 1, predicted label = -1
0.243698 + 0.756302 = 1, predicted label = -1
0.24324 + 0.75676 = 1, predicted label = -1
0.242783 + 0.757217 = 1, predicted label = -1
0.242326 + 0.757674 = 1, predicted label = -1
0.241871 + 0.758129 = 1, predicted label = -1
0.241415 + 0.758585 = 1, predicted label = -1
0.24096 + 0.75904 = 1, predicted label = -1
0.240506 + 0.759494 = 1, predicted label = -1
0.240053 + 0.759947 = 1, predicted label = -1
0.2396 + 0.7604 = 1, predicted label = -1
0.239147 + 0.760853 = 1, predicted label = -1
0.286364 + 0.713636 = 1, predicted label = -1
0.285857 + 0.714143 = 1, predicted label = -1
0.28535 + 0.71465 = 1, predicted label = -1
0.284844 + 0.715156 = 1, predicted label = -1
0.284338 + 0.715662 = 1, predicted label = -1
0.283833 + 0.716167 = 1, predicted label = -1
0.283328 + 0.716672 = 1, predicted label = -1
0.282824 + 0.717176 = 1, predicted label = -1
0.282321 + 0.717679 = 1, predicted label = -1
0.281818 + 0.718182 = 1, predicted label = -1
0.281315 + 0.718685 = 1, predicted label = -1
0.280813 + 0.719187 = 1, predicted label = -1
0.280312 + 0.719688 = 1, predicted label = -1
0.279811 + 0.720189 = 1, predicted label = -1
0.279311 + 0.720689 = 1, predicted label = -1
0.278811 + 0.721189 = 1, predicted label = -1
0.278312 + 0.721688 = 1, predicted label = -1
0.277813 + 0.722187 = 1, predicted label = -1
0.277315 + 0.722685 = 1, predicted label = -1
0.276818 + 0.723182 = 1, predicted label = -1
0.276321 + 0.723679 = 1, predicted label = -1
0.275824 + 0.724176 = 1, predicted label = -1
0.275328 + 0.724672 = 1, predicted label = -1
0.274833 + 0.725167 = 1, predicted label = -1
0.274338 + 0.725662 = 1, predicted label = -1
0.273844 + 0.726156 = 1, predicted label = -1
0.27335 + 0.72665 = 1, predicted label = -1
0.272857 + 0.727143 = 1, predicted label = -1
0.272364 + 0.727636 = 1, predicted label = -1
0.271872 + 0.728128 = 1, predicted label = -1
0.271381 + 0.728619 = 1, predicted label = -1
0.27089 + 0.72911 = 1, predicted label = -1
0.2704 + 0.7296 = 1, predicted label = -1
0.26991 + 0.73009 = 1, predicted label = -1
0.269421 + 0.730579 = 1, predicted label = -1
0.268932 + 0.731068 = 1, predicted label = -1
0.268444 + 0.731556 = 1, predicted label = -1
0.267956 + 0.732044 = 1, predicted label = -1
0.267469 + 0.732531 = 1, predicted label = -1
0.266983 + 0.733017 = 1, predicted label = -1
0.266497 + 0.733503 = 1, predicted label = -1
0.266012 + 0.733988 = 1, predicted label = -1
0.265527 + 0.734473 = 1, predicted label = -1
0.265043 + 0.734957 = 1, predicted label = -1
0.264559 + 0.735441 = 1, predicted label = -1
0.264076 + 0.735924 = 1, predicted label = -1
0.263594 + 0.736406 = 1, predicted label = -1
0.263112 + 0.736888 = 1, predicted label = -1
0.26263 + 0.73737 = 1, predicted label = -1
0.26215 + 0.73785 = 1, predicted label = -1
0.261669 + 0.738331 = 1, predicted label = -1
0.26119 + 0.73881 = 1, predicted label = -1
0.260711 + 0.739289 = 1, predicted label = -1
0.260232 + 0.739768 = 1, predicted label = -1
0.259754 + 0.740246 = 1, predicted label = -1
0.259277 + 0.740723 = 1, predicted label = -1
0.2588 + 0.7412 = 1, predicted label = -1
0.258324 + 0.741676 = 1, predicted label = -1
0.257848 + 0.742152 = 1, predicted label = -1
0.257373 + 0.742627 = 1, predicted label = -1
0.256898 + 0.743102 = 1, predicted label = -1
0.256424 + 0.743576 = 1, predicted label = -1
0.255951 + 0.744049 = 1, predicted label = -1
0.255478 + 0.744522 = 1, predicted label = -1
0.255006 + 0.744994 = 1, predicted label = -1
0.254534 + 0.745466 = 1, predicted label = -1
0.254063 + 0.745937 = 1, predicted label = -1
0.253593 + 0.746407 = 1, predicted label = -1
0.253123 + 0.746877 = 1, predicted label = -1
0.252653 + 0.747347 = 1, predicted label = -1
0.252184 + 0.747816 = 1, predicted label = -1
0.251716 + 0.748284 = 1, predicted label = -1
0.251249 + 0.748751 = 1, predicted label = -1
0.250781 + 0.749219 = 1, predicted label = -1
0.250315 + 0.749685 = 1, predicted label = -1
0.249849 + 0.750151 = 1, predicted label = -1
0.249384 + 0.750616 = 1, predicted label = -1
0.248919 + 0.751081 = 1, predicted label = -1
0.248455 + 0.751545 = 1, predicted label = -1
0.247991 + 0.752009 = 1, predicted label = -1
0.247528 + 0.752472 = 1, predicted label = -1
0.247066 + 0.752934 = 1, predicted label = -1
0.246604 + 0.753396 = 1, predicted label = -1
0.246142 + 0.753858 = 1, predicted label = -1
0.245682 + 0.754318 = 1, predicted label = -1
0.245221 + 0.754779 = 1, predicted label = -1
0.244762 + 0.755238 = 1, predicted label = -1
0.244303 + 0.755697 = 1, predicted label = -1
0.243844 + 0.756156 = 1, predicted label = -1
0.243387 + 0.756613 = 1, predicted label = -1
0.242929 + 0.757071 = 1, predicted label = -1
0.242473 + 0.757527 = 1, predicted label = -1
0.242017 + 0.757983 = 1, predicted label = -1
0.241561 + 0.758439 = 1, predicted label = -1
0.241106 + 0.758894 = 1, predicted label = -1
0.240652 + 0.759348 = 1, predicted label = -1
0.240198 + 0.759802 = 1, predicted label = -1
0.239745 + 0.760255 = 1, predicted label = -1
0.239292 + 0.760708 = 1, predicted label = -1
0.23884 + 0.76116 = 1, predicted label = -1
0.28602 + 0.71398 = 1, predicted label = -1
0.285513 + 0.714487 = 1, predicted label = -1
0.285006 + 0.714994 = 1, predicted label = -1
0.2845 + 0.7155 = 1, predicted label = -1
0.283995 + 0.716005 = 1, predicted label = -1
0.28349 + 0.71651 = 1, predicted label = -1
0.282986 + 0.717014 = 1, predicted label = -1
0.282482 + 0.717518 = 1, predicted label = -1
0.281979 + 0.718021 = 1, predicted label = -1
0.281476 + 0.718524 = 1, predicted label = -1
0.280974 + 0.719026 = 1, predicted label = -1
0.280473 + 0.719527 = 1, predicted label = -1
0.279972 + 0.720028 = 1, predicted label = -1
0.279471 + 0.720529 = 1, predicted label = -1
0.278971 + 0.721029 = 1, predicted label = -1
0.278472 + 0.721528 = 1, predicted label = -1
0.277973 + 0.722027 = 1, predicted label = -1
0.277475 + 0.722525 = 1, predicted label = -1
0.276977 + 0.723023 = 1, predicted label = -1
0.27648 + 0.72352 = 1, predicted label = -1
0.275983 + 0.724017 = 1, predicted label = -1
0.275487 + 0.724513 = 1, predicted label = -1
0.274992 + 0.725008 = 1, predicted label = -1
0.274497 + 0.725503 = 1, predicted label = -1
0.274002 + 0.725998 = 1, predicted label = -1
0.273508 + 0.726492 = 1, predicted label = -1
0.273015 + 0.726985 = 1, predicted label = -1
0.272522 + 0.727478 = 1, predicted label = -1
0.27203 + 0.72797 = 1, predicted label = -1
0.271538 + 0.728462 = 1, predicted label = -1
0.271047 + 0.728953 = 1, predicted label = -1
0.270557 + 0.729443 = 1, predicted label = -1
0.270067 + 0.729933 = 1, predicted label = -1
0.269577 + 0.730423 = 1, predicted label = -1
0.269089 + 0.730911 = 1, predicted label = -1
0.2686 + 0.7314 = 1, predicted label = -1
0.268113 + 0.731887 = 1, predicted label = -1
0.267625 + 0.732375 = 1, predicted label = -1
0.267139 + 0.732861 = 1, predicted label = -1
0.266653 + 0.733347 = 1, predicted label = -1
0.266167 + 0.733833 = 1, predicted label = -1
0.265682 + 0.734318 = 1, predicted label = -1
0.265198 + 0.734802 = 1, predicted label = -1
0.264714 + 0.735286 = 1, predicted label = -1
0.264231 + 0.735769 = 1, predicted label = -1
0.263748 + 0.736252 = 1, predicted label = -1
0.263266 + 0.736734 = 1, predicted label = -1
0.262785 + 0.737215 = 1, predicted label = -1
0.262304 + 0.737696 = 1, predicted label = -1
0.261823 + 0.738177 = 1, predicted label = -1
0.261343 + 0.738657 = 1, predicted label = -1
0.260864 + 0.739136 = 1, predicted label = -1
0.260385 + 0.739615 = 1, predicted label = -1
0.259907 + 0.740093 = 1, predicted label = -1
0.25943 + 0.74057 = 1, predicted label = -1
0.258953 + 0.741047 = 1, predicted label = -1
0.258476 + 0.741524 = 1, predicted label = -1
0.258 + 0.742 = 1, predicted label = -1
0.257525 + 0.742475 = 1, predicted label = -1
0.25705 + 0.74295 = 1, predicted label = -1
0.256576 + 0.743424 = 1, predicted label = -1
0.256103 + 0.743897 = 1, predicted label = -1
0.25563 + 0.74437 = 1, predicted label = -1
0.255157 + 0.744843 = 1, predicted label = -1
0.254685 + 0.745315 = 1, predicted label = -1
0.254214 + 0.745786 = 1, predicted label = -1
0.253743 + 0.746257 = 1, predicted label = -1
0.253273 + 0.746727 = 1, predicted label = -1
0.252804 + 0.747196 = 1, predicted label = -1
0.252335 + 0.747665 = 1, predicted label = -1
0.251866 + 0.748134 = 1, predicted label = -1
0.251398 + 0.748602 = 1, predicted label = -1
0.250931 + 0.749069 = 1, predicted label = -1
0.250464 + 0.749536 = 1, predicted label = -1
0.249998 + 0.750002 = 1, predicted label = -1
0.249533 + 0.750467 = 1, predicted label = -1
0.249068 + 0.750932 = 1, predicted label = -1
0.248603 + 0.751397 = 1, predicted label = -1
0.24814 + 0.75186 = 1, predicted label = -1
0.247676 + 0.752324 = 1, predicted label = -1
0.247214 + 0.752786 = 1, predicted label = -1
0.246752 + 0.753248 = 1, predicted label = -1
0.24629 + 0.75371 = 1, predicted label = -1
0.245829 + 0.754171 = 1, predicted label = -1
0.245369 + 0.754631 = 1, predicted label = -1
0.244909 + 0.755091 = 1, predicted label = -1
0.24445 + 0.75555 = 1, predicted label = -1
0.243991 + 0.756009 = 1, predicted label = -1
0.243533 + 0.756467 = 1, predicted label = -1
0.243076 + 0.756924 = 1, predicted label = -1
0.242619 + 0.757381 = 1, predicted label = -1
0.242163 + 0.757837 = 1, predicted label = -1
0.241707 + 0.758293 = 1, predicted label = -1
0.241252 + 0.758748 = 1, predicted label = -1
0.240797 + 0.759203 = 1, predicted label = -1
0.240343 + 0.759657 = 1, predicted label = -1
0.23989 + 0.76011 = 1, predicted label = -1
0.239437 + 0.760563 = 1, predicted label = -1
0.238985 + 0.761015 = 1, predicted label = -1
0.238533 + 0.761467 = 1, predicted label = -1
0.285675 + 0.714325 = 1, predicted label = -1
0.285168 + 0.714832 = 1, predicted label = -1
0.284662 + 0.715338 = 1, predicted label = -1
0.284157 + 0.715843 = 1, predicted label = -1
0.283652 + 0.716348 = 1, predicted label = -1
0.283147 + 0.716853 = 1, predicted label = -1
0.282643 + 0.717357 = 1, predicted label = -1
0.28214 + 0.71786 = 1, predicted label = -1
0.281637 + 0.718363 = 1, predicted label = -1
0.281135 + 0.718865 = 1, predicted label = -1
0.280633 + 0.719367 = 1, predicted label = -1
0.280132 + 0.719868 = 1, predicted label = -1
0.279631 + 0.720369 = 1, predicted label = -1
0.279131 + 0.720869 = 1, predicted label = -1
0.278632 + 0.721368 = 1, predicted label = -1
0.278133 + 0.721867 = 1, predicted label = -1
0.277634 + 0.722366 = 1, predicted label = -1
0.277136 + 0.722864 = 1, predicted label = -1
0.276639 + 0.723361 = 1, predicted label = -1
0.276142 + 0.723858 = 1, predicted label = -1
0.275646 + 0.724354 = 1, predicted label = -1
0.27515 + 0.72485 = 1, predicted label = -1
0.274655 + 0.725345 = 1, predicted label = -1
0.274161 + 0.725839 = 1, predicted label = -1
0.273667 + 0.726333 = 1, predicted label = -1
0.273173 + 0.726827 = 1, predicted label = -1
0.27268 + 0.72732 = 1, predicted label = -1
0.272188 + 0.727812 = 1, predicted label = -1
0.271696 + 0.728304 = 1, predicted label = -1
0.271205 + 0.728795 = 1, predicted label = -1
0.270714 + 0.729286 = 1, predicted label = -1
0.270224 + 0.729776 = 1, predicted label = -1
0.269734 + 0.730266 = 1, predicted label = -1
0.269245 + 0.730755 = 1, predicted label = -1
0.268757 + 0.731243 = 1, predicted label = -1
0.268269 + 0.731731 = 1, predicted label = -1
0.267781 + 0.732219 = 1, predicted label = -1
0.267295 + 0.732705 = 1, predicted label = -1
0.266808 + 0.733192 = 1, predicted label = -1
0.266323 + 0.733677 = 1, predicted label = -1
0.265838 + 0.734162 = 1, predicted label = -1
0.265353 + 0.734647 = 1, predicted label = -1
0.264869 + 0.735131 = 1, predicted label = -1
0.264386 + 0.735614 = 1, predicted label = -1
0.263903 + 0.736097 = 1, predicted label = -1
0.263421 + 0.736579 = 1, predicted label = -1
0.262939 + 0.737061 = 1, predicted label = -1
0.262458 + 0.737542 = 1, predicted label = -1
0.261977 + 0.738023 = 1, predicted label = -1
0.261497 + 0.738503 = 1, predicted label = -1
0.261018 + 0.738982 = 1, predicted label = -1
0.260539 + 0.739461 = 1, predicted label = -1
0.26006 + 0.73994 = 1, predicted label = -1
0.259583 + 0.740417 = 1, predicted label = -1
0.259105 + 0.740895 = 1, predicted label = -1
0.258629 + 0.741371 = 1, predicted label = -1
0.258153 + 0.741847 = 1, predicted label = -1
0.257677 + 0.742323 = 1, predicted label = -1
0.257202 + 0.742798 = 1, predicted label = -1
0.256728 + 0.743272 = 1, predicted label = -1
0.256254 + 0.743746 = 1, predicted label = -1
0.255781 + 0.744219 = 1, predicted label = -1
0.255309 + 0.744691 = 1, predicted label = -1
0.254836 + 0.745164 = 1, predicted label = -1
0.254365 + 0.745635 = 1, predicted label = -1
0.253894 + 0.746106 = 1, predicted label = -1
0.253424 + 0.746576 = 1, predicted label = -1
0.252954 + 0.747046 = 1, predicted label = -1
0.252485 + 0.747515 = 1, predicted label = -1
0.252016 + 0.747984 = 1, predicted label = -1
0.251548 + 0.748452 = 1, predicted label = -1
0.251081 + 0.748919 = 1, predicted label = -1
0.250614 + 0.749386 = 1, predicted label = -1
0.250148 + 0.749852 = 1, predicted label = -1
0.249682 + 0.750318 = 1, predicted label = -1
0.249217 + 0.750783 = 1, predicted label = -1
0.248752 + 0.751248 = 1, predicted label = -1
0.248288 + 0.751712 = 1, predicted label = -1
0.247825 + 0.752175 = 1, predicted label = -1
0.247362 + 0.752638 = 1, predicted label = -1
